date,code,name,origin,price,benchmark,savings_pct,airline,depart,return,booking_link,confirmed
2026-08-14,VAR,"Varna, Bulgaria",IAD,694,871,20,TK,2026-09-14,2026-09-30,https://www.aviasales.com/search/IAD1409VAR30091?t=TK17893917001789461000000735IADISTVAR17908065001790854200001215VARISTIAD_701de4fd0ac948945a18d7e86e9885c6_57349&search_date=10082026&expected_price_uuid=019fec27-9854-8030-6d18-1c0d515dfe91&static_fare_key=TY%7CP0%7CH1%7CL1_1_46%7CCH0%7CR0%7CTBC1&itinerary_key=nrtdI-d49Q8mMyMUZ0SC1A&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=694&marker=741311,
2026-08-14,YWG,"Winnipeg, Canada",ATL,280,349,20,UA,2026-10-17,2026-10-22,https://www.aviasales.com/search/ATL1710YWG22101?t=WS17922240001792240620000337ATLORDYWG17926488001792738500001435YWGYVRATL_5e8b60f4cc12f7a101674aba23ef618f_23071&search_date=10082026&expected_price_uuid=019fecc3-9497-8040-aadd-5fd83784227c&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=CydsUK7qL1PHpaMNZ1aDQg&expected_price_source=share&expected_price_currency=usd&expected_price=280&marker=741311,
2026-08-14,ZLO,"Manzanillo, Mexico",PHX,383,477,20,AA,2027-03-06,2027-03-27,https://www.aviasales.com/search/PHX0603ZLO27031?t=AA18043323001804347000000185PHXZLO18061572001806164100000175ZLOPHX_9c9067b6e4aa71c56a1f8683597a4440_31496&search_date=08082026&expected_price_uuid=019fe1c9-6f46-8040-a993-abf6d6a68738&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=efhnZa9K-ZVxZ4UjDSrjfg&expected_price_source=share&expected_price_currency=usd&expected_price=383&marker=741311,
2026-08-14,BER,"Berlin, Germany",BOS,460,569,19,TP,2026-11-01,2026-11-12,https://www.aviasales.com/search/BOS0111BER12111?t=TP17935710001793658900001105BOSLISBER17944632001794494400000880BERLISBOS_5deaf0a72eebab26c99bdeb9a027f4a3_37927&search_date=11082026&expected_price_uuid=019ff2b4-eb0a-8040-a0ee-90330cf7c8c6&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=trDM8wtx7C2ar6kRmTVHEw&expected_price_source=share&expected_price_currency=usd&expected_price=460&marker=741311,
2026-08-14,LOS,"Lagos, Nigeria",EWR,595,739,19,ET,2026-09-11,2026-09-22,https://www.aviasales.com/search/EWR1109LOS22091?t=ET17891631001789269000001465EWRADDLOS17900829001790153700001480LOSADDEWR_3cd5a7d51dcb267d60b54418a898222b_49303&search_date=12082026&expected_price_uuid=019ff7ed-d206-8040-a3a8-3b13bfe79bb3&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=ZRmG3UbzuU8sajr1-64OYw&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=595&marker=741311,1
2026-08-14,MEL,"Melbourne, Australia",DTW,754,936,19,UA,2026-09-14,2026-09-23,https://www.aviasales.com/search/DTW1409MEL23091?t=UA17894134801789546500001377DTWSFOMEL17901609001790186760001271MELSFODTW_75e581e15544007e773cfdaf0d8a2861_61500&search_date=09082026&expected_price_uuid=019fe6ce-0cbc-8040-2cd6-c1b2fcbb6116&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=9ItEvKCk23v6Hzc9xkF9Eg&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=754&marker=741311,
2026-08-14,CLO,"Cali, Colombia",MIA,236,290,19,AV,2026-09-10,2026-09-16,https://www.aviasales.com/search/MIA1009CLO16091?t=AV17890281001789046100000360MIABOGCLO17895456001789581900000545CLOBOGMIA_c5aecd33c0ff4e9e7aaa7ee14ff37283_19456&search_date=10082026&expected_price_uuid=019fec4c-8c4c-8040-a7d4-3cc696091d10&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=1Ux9HD2-JYJ-CH7T5uENmg&expected_price_source=share&expected_price_currency=usd&expected_price=236&marker=741311,
2026-08-14,ABV,"Abuja, Nigeria",IND,909,1116,19,UA,2027-06-03,2027-07-07,https://www.aviasales.com/search/IND0306ABV07071?t=ET18120060601812110700001444INDORDADDABV18149550001815004080001118ABVLFWIADIND_873f11df600807f20b3dc47fa9c22402_75344&search_date=12082026&expected_price_uuid=019ff819-5ae0-8040-6099-92aa4804c189&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=bDgQdYKwdxlA0StE5ezOAQ&expected_price_source=share&expected_price_currency=usd&expected_price=909&marker=741311,
2026-08-14,PEI,"Pereira, Colombia",MIA,338,417,19,AV,2026-08-14,2026-08-17,https://www.aviasales.com/search/MIA1408PEI17081?t=AV17867370001786815900001375MIAMDEPEI17869476001787026800001260PEIMDEMIA_04aeaae3d4bbb4a2f3b571f7d69d58a8_27955&search_date=10082026&expected_price_uuid=019fec1a-b0cd-8040-6cb9-95b828843f21&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=ISqb28peMzf0dANmnjjHlg&expected_price_source=share&expected_price_currency=usd&expected_price=338&marker=741311,
2026-08-14,HRE,"Harare, Zimbabwe",ORD,964,1194,19,TK,2026-12-05,2027-01-21,https://www.aviasales.com/search/ORD0512HRE21011?t=TK17964711001796660700002680ORDISTJNBHRE18005382001800612000001710HREJNBISTORD_b8078869fafa63631dec3a6d2caf17ba_80079&search_date=13082026&expected_price_uuid=019ffce0-4786-8040-65ac-a4140631790a&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=PrMYvS-NtiLKE9BOBOexpQ&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=964&marker=741311,
2026-08-14,ANU,Antigua,JFK,374,457,18,AA,2026-09-18,2026-10-10,https://www.aviasales.com/search/JFK1809ANU10101?t=AA17897652001789824600000990JFKMIAANU17916495001791680280000513ANUMIAJFK_f2edfd664436f7f3e02282a13574b167_30777&search_date=08082026&expected_price_uuid=019fe135-18f1-8040-6da1-3a85d47f12f0&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=LXG7p9_I3Er_cVaH_nsjmw&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=374&marker=741311,
2026-08-14,DUS,"Dusseldorf, Germany",JFK,621,753,18,N0,2026-10-13,2026-10-27,https://www.aviasales.com/search/JFK1310DUS27101?t=N017918979001792009500001500JFKATHMXPDUS17931042001793125200000650DUSLHRJFK_67184d4abf8d3b8783cf3d9006a4f60b_51116&search_date=08082026&expected_price_uuid=019fdff6-a57f-8040-6375-8f18b0f4b807&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=FynyQFR5GCR7zkm8cIoiSA&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=621&marker=741311,
2026-08-14,PVG,"Shanghai, China",SFO,468,568,18,OZ,2026-11-07,2026-12-19,https://www.aviasales.com/search/SFO0711SHA19121?t=OZ17940954001794237000001400SFOICNPVG17976975001797688800000815PVGICNSFO_a3711128452d467f7cb02cb09510a987_38717&search_date=12082026&expected_price_uuid=019ff54d-4db4-8040-61cb-fb3865e82d07&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=Y_o3vILQShGaanwfc3pesw&expected_price_source=share&expected_price_currency=usd&expected_price=468&marker=741311,
2026-08-14,YVR,"Vancouver, Canada",LAX,130,159,18,WS,2026-10-07,2026-10-14,https://www.aviasales.com/search/LAX0710YVR14101?t=WS17913582001791380400000370LAXYYCYVR17919576001791980700000385YVRYYCLAX_573810a62985bc8f60ce80069fdd3ff6_10703&search_date=10082026&expected_price_uuid=019fee1c-3d0f-8040-65e2-0cd65834edd4&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=86Bw-f6k_k0xDZfbhVZOkg&expected_price_source=share&expected_price_currency=usd&expected_price=130&marker=741311,
2026-08-14,ZAG,"Zagreb, Croatia",DFW,543,663,18,TK,2026-10-05,2026-10-26,https://www.aviasales.com/search/DFW0510ZAG26101?t=TK17912358001791315600000910DFWISTZAG17930067001793118060002216ZAGISTORDDFW_cfda4ee8b90071f26e8a69abf3a846f5_44756&search_date=10082026&expected_price_uuid=019fed20-5759-8040-635e-1ac88d4100de&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=zufvZHLUG9Lb-VQpHf0WPQ&expected_price_source=share&expected_price_currency=usd&expected_price=543&marker=741311,
2026-08-14,LHE,"Lahore, Pakistan",JFK,532,650,18,QR,2026-10-14,2026-10-28,https://www.aviasales.com/search/JFK1410LHE28101?t=AA17920152001792137000001490JFKDOHLHE17931774001793264400001990LHEDOHJFK_f5fa9b69a41be5da808f99c9f7934f5c_44228&search_date=14082026&expected_price_uuid=019ffe2c-a8d7-8040-2eb8-9daff75bdbac&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=f7F9D4Oc1hXSDt8QtgnRqA&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=532&marker=741311,
2026-08-14,AEP,"Buenos Aires, Argentina",AUS,477,583,18,LA,2026-10-06,2026-10-13,https://www.aviasales.com/search/AUS0610BUE13101?t=LA17913056401791388800001266AUSATLLIMAEP17919222001791971220000937EZEATLAUS_c3dd20e436737e07f521240a5a3804ea_38978&search_date=10082026&expected_price_uuid=019fe9e3-94fe-8040-6e01-bb52d759044e&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=LVMrDznn0essDxfkLVos8g&expected_price_source=share&expected_price_currency=usd&expected_price=477&marker=741311,
2026-08-14,BJV,"Bodrum, Türkiye",BOS,875,1066,18,FI,2026-09-27,2026-10-01,https://www.aviasales.com/search/BOS2709BJV01101?t=IB17905422001790633700001105BOSKEFLHRLTNBJV17908881001790968800001765BJVLGWSTNTNGMADBOS_249cd523ec043025e3ffbec90e7214cb_73435&search_date=13082026&expected_price_uuid=019ffbd3-380e-8040-65ec-d851ed1bd6bc&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=RfvpyGK28iLogdczyRRBtA&expected_price_source=share&expected_price_currency=usd&expected_price=875&marker=741311,
2026-08-14,FNA,"Freetown, Sierra Leone",IAD,935,1139,18,ET,2027-03-22,2027-04-20,https://www.aviasales.com/search/IAD2203FNA20041?t=ET18057132001805818800001520IADADDLFWFNA18082116001808297700001675FNAADDIAD_ab33076602aa9f9fd39f4a6f384ba502_76261&search_date=09082026&expected_price_uuid=019fe5ef-e1b4-8040-2813-3185adbebd3e&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=_xGq4ODyIR5yVigNNB88pA&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=935&marker=741311,
2026-08-14,TFS,"Tenerife Island, Spain",TPA,933,1143,18,AC,2027-02-11,2027-02-14,https://www.aviasales.com/search/TPA1102TCI14021?t=LH18023523001802426700000940TPAYULYYZTFS18026037001802639340000894TFSYULTPA_439820a2ef49ac257cda124141725df9_77500&search_date=13082026&expected_price_uuid=019ffd1b-7ec7-8040-2782-0b980cce244e&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=TKqUHpk_od4adLTYPtQEgg&expected_price_source=share&expected_price_currency=usd&expected_price=933&marker=741311,
2026-08-14,INN,"Innsbruck, Austria",ORD,945,1146,18,FI,2027-01-29,2027-02-12,https://www.aviasales.com/search/ORD2901INN12021?t=FI18012474001801335000001040ORDKEFMANINN18024276001802539200002280INNMANDUBKEFORD_b39fa1520b5838e1b3401099a044feec_78327&search_date=12082026&expected_price_uuid=019ff823-db6e-8040-ad40-c50cdfa6a7e3&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=Oihu99YEOYULTHr685KnMw&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=945&marker=741311,
2026-08-14,IST,"Istanbul, Turkey",JFK,438,526,17,QR,2026-11-12,2026-11-25,https://www.aviasales.com/search/JFK1211IST25111?t=QR17944788001794572400001080JFKDOHIST17956146001795680000001570ISTDOHJFK_f4affe22ff636564c47c8ac18ef763ec_36415&search_date=14082026&expected_price_uuid=019ffdf6-091f-8040-2e01-8e9f30ee0b80&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=osb0YIVt9VP_i44fr--88Q&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=438&marker=741311,1
2026-08-14,MNL,"Manila, Philippines",SFO,401,483,17,CI,2026-09-24,2026-10-26,https://www.aviasales.com/search/SFO2409MNL26101?t=CI17902119001790351400001425SFOTPEMNL17930391001793043900000980MNLTPESFO_1b1d41bb6b7c90cf72e956a7042e21c0_33319&search_date=14082026&expected_price_uuid=019ffed9-f81e-8040-69b2-76edb1fffa37&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=ffJHDBf4Rw9vS4IEDGzuIw&expected_price_source=share&expected_price_currency=usd&expected_price=401&marker=741311,
2026-08-14,UVF,St. Lucia,DTW,482,578,17,AC,2026-12-02,2026-12-10,https://www.aviasales.com/search/DTW0212SLU10121?t=AC17962356001796316000001280DTWYYZUVF17969244001797010800001500UVFYYZDTW_239a7b7e19542c74e7c2a61194da45c3_39758&search_date=12082026&expected_price_uuid=019ff34a-8ead-8030-ad65-773b206e2b5e&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=lL33_dILhOaURa5dLAgTIw&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=482&marker=741311,
2026-08-14,JED,"Jeddah, Saudi Arabia",IAD,519,622,17,QR,2027-02-26,2027-03-10,https://www.aviasales.com/search/IAD2602JED10031?t=QR18036390001803726000000970IADDOHJED18047070001804780500001705JEDDOHIAD_d6b83ab43279d70737d5b498ed40da27_42656&search_date=08082026&expected_price_uuid=019fe1fa-5a71-8040-aaa4-5628328eb82a&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=1cuFAOYsgtZMO3t87ciYqQ&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=519&marker=741311,
2026-08-14,LIS,"Lisbon, Portugal",IAD,426,512,17,TP,2026-09-23,2026-10-28,https://www.aviasales.com/search/IAD2309LIS28101?t=TP17901855001790230200000445IADLIS17932059001793223300000530LISIAD_7f3cc257d9887388f9ba096a30072d1a_35118&search_date=11082026&expected_price_uuid=019fee2b-5ea2-8040-a110-dd840a164369&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=qjgWAsF4Vx6j_AT7U0LA0Q&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=426&marker=741311,
2026-08-14,BLR,"Bangalore, India",BOS,751,906,17,EY,2026-11-04,2026-11-25,https://www.aviasales.com/search/BOS0411BLR25111?t=EY17938068001793954700001835BOSAUHBLR17956008001795702200002320BLRAUHBOS_4d9dac8d3997bf9e036b1cad745de6df_62252&search_date=13082026&expected_price_uuid=019ff8be-80ae-8040-2176-cc0f4d96bd71&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=GGQVMQ3qPPPn7Y43SH7Tyw&expected_price_source=share&expected_price_currency=usd&expected_price=751&marker=741311,
2026-08-14,HKG,Hong Kong,SFO,514,619,17,CI,2026-08-23,2026-09-04,https://www.aviasales.com/search/SFO2308HKG04091?t=CI17874471001787562900001030SFOTPEHKG17885526001788553800000920HKGTPESFO_5d190791d4a5dc21c3cd4045ab371d6c_42388&search_date=10082026&expected_price_uuid=019fedcf-a4b2-8040-69c3-95734bb79f63&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=Q6A8w80STYH-4vZlzTL8fg&expected_price_source=share&expected_price_currency=usd&expected_price=514&marker=741311,
2026-08-14,LIR,"Liberia, Costa Rica",LAX,297,356,17,UA,2026-10-19,2026-10-24,https://www.aviasales.com/search/LAX1910LIR24101?t=UA17924377801792498200000947LAXIAHLIR17928425401792876620000628LIRDENLAX_14c19065b242d5447ae8b72f672d7aed_24450&search_date=11082026&expected_price_uuid=019ff12b-f219-8040-2307-145803876d81&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=-0AmrgySxAZITtbCDkr5MQ&expected_price_source=share&expected_price_currency=usd&expected_price=297&marker=741311,
2026-08-14,USM,"Koh Samui, Thailand",SEA,1066,1278,17,AS,2026-09-11,2026-09-26,https://www.aviasales.com/search/SEA1109USM26091?t=AS17891619001789328400001935SEASFOHKGUSM17904237001790496480002053USMHKGSFOSEA_4f126f91be4c2e92718728c0993e89ee_87853&search_date=11082026&expected_price_uuid=019ff25a-5902-8040-2c0a-c9055925cf6f&static_fare_key=TY%7CP0%7CH0%7CL1_1_23%7CCH0%7CR0%7CTBC1&itinerary_key=TWx8JYuGIdbKjmlyLUutfQ&expected_price_source=share&expected_price_currency=usd&expected_price=1066&marker=741311,
2026-08-14,KHV,"Khabarovsk, Russia",SFO,1638,1965,17,YP,2026-08-21,2026-08-28,https://www.aviasales.com/search/SFO2108KHV28081?t=VN17873316001787546700002565SFOICNHRBKHV17879418001788112500003865KHVVVOPKXSGNSFO_178ef177b3b39548cbfa70a28f31c7fc_135355&search_date=10082026&expected_price_uuid=019feb03-dbbc-8030-20a0-e118b157dca0&static_fare_key=TY%7CP1%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=am-d8EyA9IXb82C5RqCjbw&expected_price_source=share&expected_price_currency=usd&expected_price=1638&marker=741311,
2026-08-14,TER,"Lajes, Portugal",SFO,820,985,17,TP,2027-06-13,2027-07-07,https://www.aviasales.com/search/SFO1306TER07071?t=TP18129153001813014900001240SFOLISTER18149676001815057000001910TERLISSFO_1a5418ef0f25523f20650b07ba5f5e42_68122&search_date=14082026&expected_price_uuid=019ffda1-0afd-8040-653b-31e8c45bbec1&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=9S8dIoi5FhdcWPQe0iFa9Q&expected_price_source=share&expected_price_currency=usd&expected_price=820&marker=741311,
2026-08-14,KGD,"Kaliningrad, Russia",ORD,1454,1756,17,FI,2026-08-27,2026-09-04,https://www.aviasales.com/search/ORD2708KGD04091?t=TS17878587001788076200003205ORDKEFARNSAWLEDKGD17885334001788685200002950KGDLEDSAWAMSYYZORD_9e62c3c89e3397921112af0e386b9a15_120723&search_date=13082026&expected_price_uuid=019ffa14-6ffc-8050-6242-de0ade0020b9&static_fare_key=TY%7CP1%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=5Kb3oCs1N1c5DeU8Cm-4vg&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=1454&marker=741311,
2026-08-14,MED,"Medina, Saudi Arabia",DFW,668,801,17,RJ,2027-02-26,2027-03-10,https://www.aviasales.com/search/DFW2602MED10031?t=RJ18036789001803786000001245DFWAMMMED18046620001804694700001085MEDAMMDFW_b380688f9f6a50bb531ed5f442eb4cbc_54968&search_date=08082026&expected_price_uuid=019fe15b-3cc1-8040-2cfd-2efc2964c174&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=gM0WoiiRa_80U1yAPNEzkg&expected_price_source=share&expected_price_currency=usd&expected_price=668&marker=741311,
2026-08-14,VTE,"Vientiane, Laos",DFW,872,1051,17,MU,2026-12-27,2027-02-21,https://www.aviasales.com/search/DFW2712VTE21021?t=MU17983527001798502700001720DFWLAXPVGVTE18031719001803234720001827VTEPVGLAXDFW_8e5db46415e9256126d296a785f9df66_71118&search_date=09082026&expected_price_uuid=019fe7bb-62ac-8040-2663-4e8e95105ad5&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=jdWrQqUzWvBdAf2PlaWxjw&expected_price_source=share&expected_price_currency=usd&expected_price=872&marker=741311,
2026-08-14,PMO,"Palermo, Italy",JFK,618,741,17,Z0,2026-09-06,2026-10-19,https://www.aviasales.com/search/JFK0609PMO19101?t=EI17887188001788824700001405JFKLGWSTNPMO17923905001792535100002770PMOMXPHAMDUBJFK_f7f5259c49355541ba22c62abf47036d_50377&search_date=09082026&expected_price_uuid=019fe892-47ad-8040-ae61-902f9a45c1be&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=dYrvyY6sznuUW7xvszg_rg&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=618&marker=741311,
2026-08-14,CAI,"Cairo, Egypt",BOS,427,507,16,QR,2026-09-16,2026-10-07,https://www.aviasales.com/search/BOS1609CAI07101?t=QR17895960001789684500001055BOSDOHCAI17913393001791386100001200CAIDOHBOS_ab341bea9792ab063a7ac7e01831de0e_34841&search_date=09082026&expected_price_uuid=019fe8d0-eb6d-8040-2f5e-8454af0fb628&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=R-iJuWuEv7rUiMNPTWq21w&expected_price_source=share&expected_price_currency=usd&expected_price=427&marker=741311,
2026-08-14,OSL,"Oslo, Norway",BNA,395,470,16,UA,2026-11-11,2026-11-18,https://www.aviasales.com/search/BNA1111OSL18111?t=LX17944042801794503400001232BNAIADBRUOSL17950068001795119300002295OSLZRHORDBNA_016d8f1f4b08be4079f7a6c2a4c07fde_32821&search_date=13082026&expected_price_uuid=019ffd05-059e-8040-691f-3d0632e01ddd&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=jezvEXS-2SvpV7-ofW83Fg&expected_price_source=share&expected_price_currency=usd&expected_price=395&marker=741311,
2026-08-14,DUB,"Dublin, Ireland",ORD,377,451,16,AA,2027-02-01,2027-02-09,https://www.aviasales.com/search/ORD0102DUB09021?t=EI18014748601801545000000809ORDYYZDUB18021780001802203200000780DUBYYZORD_2c91d942c006a3853210c8cef521500d_31761&search_date=14082026&expected_price_uuid=01a000ba-c593-8040-6d78-50aff5112a80&static_fare_key=TY%7CP0%7CH1%7CL1_1_0%7CCH0%7CR0%7CTBC1&itinerary_key=JpzqSdd-ync5rDOIKf2D0A&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=377&marker=741311,
2026-08-14,DOH,"Doha, Qatar",ORD,800,958,16,EY,2026-10-17,2026-10-25,https://www.aviasales.com/search/ORD1710DOH25101?t=EY17922687001792356600000985ORDAUHDOH17929689001793004900001080DOHAUHORD_958b4ddc9bcc23f6f12f3ba0e95c49d3_65791&search_date=08082026&expected_price_uuid=019fe160-bebb-8030-afed-9fc30588b140&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=aiKUm1C95EozOHV0ZsXMxA&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=800&marker=741311,
2026-08-14,LFW,"Lome, Togo",SAN,883,1046,16,UA,2027-04-17,2027-05-30,https://www.aviasales.com/search/SAN1704LFW30051?t=UA18079590601808073900001494SANORDBRULFW18117069001811788200001775LFWBRUORDSAN_f7e34e06baba32eb5ee7cd21204295c4_72659&search_date=07082026&expected_price_uuid=019fdea0-3a12-8040-66c5-a19029439b08&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=0ZR3J2iXbl7gmN9rtU8pUw&expected_price_source=share&expected_price_currency=usd&expected_price=883&marker=741311,
2026-08-14,SKP,"Skopje, North Macedonia",ORD,491,582,16,TK,2026-09-18,2026-10-23,https://www.aviasales.com/search/ORD1809SKP23101?t=TK17897307001789804500000810ORDISTSKP17927865001792834800001225SKPISTORD_7313837139090c1a93abaf48fe6dea54_40425&search_date=07082026&expected_price_uuid=019fde8e-35d8-8040-ae79-ef30bf4cf30d&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=aRMKY7CRgZgt-TUS_ClqVg&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=491&marker=741311,
2026-08-14,GDN,"Gdańsk, Poland",RSW,509,608,16,UA,2026-09-08,2026-09-22,https://www.aviasales.com/search/RSW0809GDN22091?t=UA17888592001788961800001350RSWORDFRAGDN17900577001790106660001176GDNFRAORDRSW_6644d4fe80e4bc6b22235cc669d0d406_41879&search_date=07082026&expected_price_uuid=019fde10-3d44-8040-a6ce-c86b4d215c9e&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=bgREkhH_cfTtRQD9WNsMPg&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=509&marker=741311,
2026-08-14,LIM,"Lima, Peru",MIA,284,334,15,CM,2026-09-08,2026-09-12,https://www.aviasales.com/search/MIA0809LIM12091?t=CM17888472601788882000000639MIAPTYLIM17891964001789242780000713LIMPTYMIA_5e8144d20e7d0f8ece9f44b11a4a7a8c_23589&search_date=13082026&expected_price_uuid=019ffd27-f434-8040-2785-17f203eb15fc&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=4Dr0S6tVEYNATdjwBYcUMg&expected_price_source=share&expected_price_currency=usd&expected_price=284&marker=741311,
2026-08-14,SXM,St. Maarten,CLT,346,405,15,AC,2026-11-26,2026-11-29,https://www.aviasales.com/search/CLT2611SXM29111?t=AC17957130001795794300001295CLTYYZSXM17959707001796055960001481SXMYYZCLT_032ec07fad34b617c45434b385c58204_28528&search_date=11082026&expected_price_uuid=019ff32e-724b-8040-ae48-d31859e6a51b&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=yuiELSBpwAuhDnz0N9Wfpw&expected_price_source=share&expected_price_currency=usd&expected_price=346&marker=741311,
2026-08-14,HAM,"Hamburg, Germany",EWR,489,572,15,TP,2027-07-11,2027-08-03,https://www.aviasales.com/search/EWR1107HAM03081?t=TP18153468001815410100000695EWRLISHAM18173145001817393400001675HAMLISEWR_397621773a99b0d0050fe232d04b1f90_40961&search_date=14082026&expected_price_uuid=019ffff4-6587-8040-6e86-aab9d2c5fcf9&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=DizbBnw8Jsz26wrPHt7cAg&origin_airports=0&destination_airports=1&expected_price_source=share&expected_price_currency=usd&expected_price=488&marker=741311,
2026-08-14,GRU,"Sao Paulo, Brazil",BOS,346,406,15,UA,2026-10-25,2026-11-22,https://www.aviasales.com/search/BOS2510SAO22111?t=UA17929134601792998900001364BOSORDGRU17953863001795429140000834GRUIADBOS_b0f231b0be65b90fcce4fba8147d95d8_29179&search_date=14082026&expected_price_uuid=01a0015e-79fe-8040-ab82-75aaa884d391&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=if3BIWxojHiyUbT3Dimg0g&expected_price_source=share&expected_price_currency=usd&expected_price=346&marker=741311,
